state,district,category,type,date,crimes
NegeriSembilan,Tampin,assault,robbery_gang_unarmed,2020,3
NegeriSembilan,Tampin,assault,robbery_gang_unarmed,2021,4
NegeriSembilan,Tampin,assault,robbery_gang_unarmed,2022,1
NegeriSembilan,Tampin,assault,robbery_solo_armed,2016,0
NegeriSembilan,Tampin,assault,robbery_solo_armed,2017,0
NegeriSembilan,Tampin,assault,robbery_solo_armed,2018,0
NegeriSembilan,Tampin,assault,robbery_solo_armed,2019,0
NegeriSembilan,Tampin,assault,robbery_solo_armed,2020,0
NegeriSembilan,Tampin,assault,robbery_solo_armed,2021,0
NegeriSembilan,Tampin,assault,robbery_solo_armed,2022,0
NegeriSembilan,Tampin,assault,robbery_solo_unarmed,2016,15
NegeriSembilan,Tampin,assault,robbery_solo_unarmed,2017,3
NegeriSembilan,Tampin,assault,robbery_solo_unarmed,2018,8
NegeriSembilan,Tampin,assault,robbery_solo_unarmed,2019,12
NegeriSembilan,Tampin,assault,robbery_solo_unarmed,2020,3
NegeriSembilan,Tampin,assault,robbery_solo_unarmed,2021,3
NegeriSembilan,Tampin,assault,robbery_solo_unarmed,2022,4
NegeriSembilan,Tampin,property,all,2016,231
NegeriSembilan,Tampin,property,all,2017,171
NegeriSembilan,Tampin,property,all,2018,177
NegeriSembilan,Tampin,property,all,2019,140
NegeriSembilan,Tampin,property,all,2020,116
NegeriSembilan,Tampin,property,all,2021,90
NegeriSembilan,Tampin,property,all,2022,87
NegeriSembilan,Tampin,property,break_in,2016,88
NegeriSembilan,Tampin,property,break_in,2017,48
NegeriSembilan,Tampin,property,break_in,2018,66
NegeriSembilan,Tampin,property,break_in,2019,45
NegeriSembilan,Tampin,property,break_in,2020,45
NegeriSembilan,Tampin,property,break_in,2021,24
NegeriSembilan,Tampin,property,break_in,2022,25
NegeriSembilan,Tampin,property,theft_other,2016,70
NegeriSembilan,Tampin,property,theft_other,2017,82
NegeriSembilan,Tampin,property,theft_other,2018,78
NegeriSembilan,Tampin,property,theft_other,2019,65
NegeriSembilan,Tampin,property,theft_other,2020,25
NegeriSembilan,Tampin,property,theft_other,2021,45
NegeriSembilan,Tampin,property,theft_other,2022,39
NegeriSembilan,Tampin,property,theft_vehicle_lorry,2016,6
NegeriSembilan,Tampin,property,theft_vehicle_lorry,2017,2
NegeriSembilan,Tampin,property,theft_vehicle_lorry,2018,1
NegeriSembilan,Tampin,property,theft_vehicle_lorry,2019,0
NegeriSembilan,Tampin,property,theft_vehicle_lorry,2020,1
NegeriSembilan,Tampin,property,theft_vehicle_lorry,2021,1
NegeriSembilan,Tampin,property,theft_vehicle_lorry,2022,0
NegeriSembilan,Tampin,property,theft_vehicle_motorcar,2016,12
NegeriSembilan,Tampin,property,theft_vehicle_motorcar,2017,5
NegeriSembilan,Tampin,property,theft_vehicle_motorcar,2018,3
NegeriSembilan,Tampin,property,theft_vehicle_motorcar,2019,1
NegeriSembilan,Tampin,property,theft_vehicle_motorcar,2020,5
NegeriSembilan,Tampin,property,theft_vehicle_motorcar,2021,2
NegeriSembilan,Tampin,property,theft_vehicle_motorcar,2022,3
NegeriSembilan,Tampin,property,theft_vehicle_motorcycle,2016,55
NegeriSembilan,Tampin,property,theft_vehicle_motorcycle,2017,34
NegeriSembilan,Tampin,property,theft_vehicle_motorcycle,2018,29
NegeriSembilan,Tampin,property,theft_vehicle_motorcycle,2019,29
NegeriSembilan,Tampin,property,theft_vehicle_motorcycle,2020,40
NegeriSembilan,Tampin,property,theft_vehicle_motorcycle,2021,18
NegeriSembilan,Tampin,property,theft_vehicle_motorcycle,2022,20
Pahang,All,assault,all,2016,651
Pahang,All,assault,all,2017,656
Pahang,All,assault,all,2018,572
Pahang,All,assault,all,2019,595
Pahang,All,assault,all,2020,405
Pahang,All,assault,all,2021,413
Pahang,All,assault,all,2022,395
Pahang,All,assault,causing_injury,2016,209
Pahang,All,assault,causing_injury,2017,188
Pahang,All,assault,causing_injury,2018,199
Pahang,All,assault,causing_injury,2019,226
Pahang,All,assault,causing_injury,2020,155
Pahang,All,assault,causing_injury,2021,204
Pahang,All,assault,causing_injury,2022,192
Pahang,All,assault,murder,2016,15
Pahang,All,assault,murder,2017,16
Pahang,All,assault,murder,2018,8
Pahang,All,assault,murder,2019,16
Pahang,All,assault,murder,2020,8
Pahang,All,assault,murder,2021,11
Pahang,All,assault,murder,2022,11
Pahang,All,assault,rape,2016,134
Pahang,All,assault,rape,2017,163
Pahang,All,assault,rape,2018,109
Pahang,All,assault,rape,2019,114
Pahang,All,assault,rape,2020,98
Pahang,All,assault,rape,2021,113
Pahang,All,assault,rape,2022,118
Pahang,All,assault,robbery_gang_armed,2016,0
Pahang,All,assault,robbery_gang_armed,2017,1
Pahang,All,assault,robbery_gang_armed,2018,2
Pahang,All,assault,robbery_gang_armed,2019,1
Pahang,All,assault,robbery_gang_armed,2020,0
Pahang,All,assault,robbery_gang_armed,2021,0
Pahang,All,assault,robbery_gang_armed,2022,1
Pahang,All,assault,robbery_gang_unarmed,2016,234
Pahang,All,assault,robbery_gang_unarmed,2017,201
Pahang,All,assault,robbery_gang_unarmed,2018,164
Pahang,All,assault,robbery_gang_unarmed,2019,152
Pahang,All,assault,robbery_gang_unarmed,2020,58
Pahang,All,assault,robbery_gang_unarmed,2021,40
Pahang,All,assault,robbery_gang_unarmed,2022,41
Pahang,All,assault,robbery_solo_armed,2016,1
Pahang,All,assault,robbery_solo_armed,2017,0
Pahang,All,assault,robbery_solo_armed,2018,0
Pahang,All,assault,robbery_solo_armed,2019,0
Pahang,All,assault,robbery_solo_armed,2020,0
Pahang,All,assault,robbery_solo_armed,2021,0
Pahang,All,assault,robbery_solo_armed,2022,0
Pahang,All,assault,robbery_solo_unarmed,2016,58
Pahang,All,assault,robbery_solo_unarmed,2017,87
Pahang,All,assault,robbery_solo_unarmed,2018,90
Pahang,All,assault,robbery_solo_unarmed,2019,86
Pahang,All,assault,robbery_solo_unarmed,2020,86
Pahang,All,assault,robbery_solo_unarmed,2021,45
Pahang,All,assault,robbery_solo_unarmed,2022,32
Pahang,All,property,all,2016,3126
Pahang,All,property,all,2017,2951
Pahang,All,property,all,2018,3012
Pahang,All,property,all,2019,2676
Pahang,All,property,all,2020,1926
Pahang,All,property,all,2021,1643
Pahang,All,property,all,2022,1489
Pahang,All,property,break_in,2016,719
Pahang,All,property,break_in,2017,794
Pahang,All,property,break_in,2018,861
Pahang,All,property,break_in,2019,718
Pahang,All,property,break_in,2020,604
Pahang,All,property,break_in,2021,478
Pahang,All,property,break_in,2022,423
Pahang,All,property,theft_other,2016,651
Pahang,All,property,theft_other,2017,712
Pahang,All,property,theft_other,2018,1143
Pahang,All,property,theft_other,2019,1086
Pahang,All,property,theft_other,2020,712
Pahang,All,property,theft_other,2021,771
Pahang,All,property,theft_other,2022,648
Pahang,All,property,theft_vehicle_lorry,2016,103
Pahang,All,property,theft_vehicle_lorry,2017,58
Pahang,All,property,theft_vehicle_lorry,2018,60
Pahang,All,property,theft_vehicle_lorry,2019,29
Pahang,All,property,theft_vehicle_lorry,2020,26
Pahang,All,property,theft_vehicle_lorry,2021,13
Pahang,All,property,theft_vehicle_lorry,2022,17
Pahang,All,property,theft_vehicle_motorcar,2016,254
Pahang,All,property,theft_vehicle_motorcar,2017,214
Pahang,All,property,theft_vehicle_motorcar,2018,155
Pahang,All,property,theft_vehicle_motorcar,2019,130
Pahang,All,property,theft_vehicle_motorcar,2020,100
Pahang,All,property,theft_vehicle_motorcar,2021,69
Pahang,All,property,theft_vehicle_motorcar,2022,89
Pahang,All,property,theft_vehicle_motorcycle,2016,1399
Pahang,All,property,theft_vehicle_motorcycle,2017,1173
Pahang,All,property,theft_vehicle_motorcycle,2018,793
Pahang,All,property,theft_vehicle_motorcycle,2019,713
Pahang,All,property,theft_vehicle_motorcycle,2020,484
Pahang,All,property,theft_vehicle_motorcycle,2021,312
Pahang,All,property,theft_vehicle_motorcycle,2022,312
Pahang,Bentong,assault,all,2016,67
Pahang,Bentong,assault,all,2017,47
Pahang,Bentong,assault,all,2018,55
Pahang,Bentong,assault,all,2019,69
Pahang,Bentong,assault,all,2020,43
Pahang,Bentong,assault,all,2021,34
Pahang,Bentong,assault,all,2022,48
Pahang,Bentong,assault,causing_injury,2016,33
Pahang,Bentong,assault,causing_injury,2017,24
Pahang,Bentong,assault,causing_injury,2018,30
Pahang,Bentong,assault,causing_injury,2019,22
Pahang,Bentong,assault,causing_injury,2020,18
Pahang,Bentong,assault,causing_injury,2021,12
Pahang,Bentong,assault,causing_injury,2022,25
Pahang,Bentong,assault,murder,2016,2
Pahang,Bentong,assault,murder,2017,2
Pahang,Bentong,assault,murder,2018,1
Pahang,Bentong,assault,murder,2019,5
Pahang,Bentong,assault,murder,2020,1
Pahang,Bentong,assault,murder,2021,2
Pahang,Bentong,assault,murder,2022,1
Pahang,Bentong,assault,rape,2016,3
Pahang,Bentong,assault,rape,2017,7
Pahang,Bentong,assault,rape,2018,5
Pahang,Bentong,assault,rape,2019,12
Pahang,Bentong,assault,rape,2020,6
Pahang,Bentong,assault,rape,2021,8
Pahang,Bentong,assault,rape,2022,8
Pahang,Bentong,assault,robbery_gang_armed,2016,0
Pahang,Bentong,assault,robbery_gang_armed,2017,0
Pahang,Bentong,assault,robbery_gang_armed,2018,0
Pahang,Bentong,assault,robbery_gang_armed,2019,0
Pahang,Bentong,assault,robbery_gang_armed,2020,0
Pahang,Bentong,assault,robbery_gang_armed,2021,0
Pahang,Bentong,assault,robbery_gang_armed,2022,0
Pahang,Bentong,assault,robbery_gang_unarmed,2016,21
Pahang,Bentong,assault,robbery_gang_unarmed,2017,6
Pahang,Bentong,assault,robbery_gang_unarmed,2018,12
Pahang,Bentong,assault,robbery_gang_unarmed,2019,20
Pahang,Bentong,assault,robbery_gang_unarmed,2020,6
Pahang,Bentong,assault,robbery_gang_unarmed,2021,5
Pahang,Bentong,assault,robbery_gang_unarmed,2022,7
Pahang,Bentong,assault,robbery_solo_armed,2016,0
Pahang,Bentong,assault,robbery_solo_armed,2017,0
Pahang,Bentong,assault,robbery_solo_armed,2018,0
Pahang,Bentong,assault,robbery_solo_armed,2019,0
Pahang,Bentong,assault,robbery_solo_armed,2020,0
Pahang,Bentong,assault,robbery_solo_armed,2021,0
Pahang,Bentong,assault,robbery_solo_armed,2022,0
Pahang,Bentong,assault,robbery_solo_unarmed,2016,8
Pahang,Bentong,assault,robbery_solo_unarmed,2017,8
Pahang,Bentong,assault,robbery_solo_unarmed,2018,7
Pahang,Bentong,assault,robbery_solo_unarmed,2019,10
Pahang,Bentong,assault,robbery_solo_unarmed,2020,12
Pahang,Bentong,assault,robbery_solo_unarmed,2021,7
Pahang,Bentong,assault,robbery_solo_unarmed,2022,7
Pahang,Bentong,property,all,2016,332
Pahang,Bentong,property,all,2017,280
Pahang,Bentong,property,all,2018,481
Pahang,Bentong,property,all,2019,455
Pahang,Bentong,property,all,2020,235
Pahang,Bentong,property,all,2021,133
Pahang,Bentong,property,all,2022,188
Pahang,Bentong,property,break_in,2016,104
Pahang,Bentong,property,break_in,2017,86
Pahang,Bentong,property,break_in,2018,61
Pahang,Bentong,property,break_in,2019,63
Pahang,Bentong,property,break_in,2020,51
Pahang,Bentong,property,break_in,2021,35
Pahang,Bentong,property,break_in,2022,31
Pahang,Bentong,property,theft_other,2016,132
Pahang,Bentong,property,theft_other,2017,109
Pahang,Bentong,property,theft_other,2018,334
Pahang,Bentong,property,theft_other,2019,333
Pahang,Bentong,property,theft_other,2020,126
Pahang,Bentong,property,theft_other,2021,59
Pahang,Bentong,property,theft_other,2022,101
Pahang,Bentong,property,theft_vehicle_lorry,2016,4
Pahang,Bentong,property,theft_vehicle_lorry,2017,1
Pahang,Bentong,property,theft_vehicle_lorry,2018,4
Pahang,Bentong,property,theft_vehicle_lorry,2019,1
Pahang,Bentong,property,theft_vehicle_lorry,2020,0
Pahang,Bentong,property,theft_vehicle_lorry,2021,2
Pahang,Bentong,property,theft_vehicle_lorry,2022,1
Pahang,Bentong,property,theft_vehicle_motorcar,2016,25
Pahang,Bentong,property,theft_vehicle_motorcar,2017,12
Pahang,Bentong,property,theft_vehicle_motorcar,2018,19
Pahang,Bentong,property,theft_vehicle_motorcar,2019,16
Pahang,Bentong,property,theft_vehicle_motorcar,2020,17
Pahang,Bentong,property,theft_vehicle_motorcar,2021,8
Pahang,Bentong,property,theft_vehicle_motorcar,2022,12
Pahang,Bentong,property,theft_vehicle_motorcycle,2016,67
Pahang,Bentong,property,theft_vehicle_motorcycle,2017,72
Pahang,Bentong,property,theft_vehicle_motorcycle,2018,63
Pahang,Bentong,property,theft_vehicle_motorcycle,2019,42
Pahang,Bentong,property,theft_vehicle_motorcycle,2020,41
Pahang,Bentong,property,theft_vehicle_motorcycle,2021,29
Pahang,Bentong,property,theft_vehicle_motorcycle,2022,43
Pahang,Bera,assault,all,2016,31
Pahang,Bera,assault,all,2017,40
Pahang,Bera,assault,all,2018,21
Pahang,Bera,assault,all,2019,32
Pahang,Bera,assault,all,2020,24
Pahang,Bera,assault,all,2021,25
Pahang,Bera,assault,all,2022,34
Pahang,Bera,assault,causing_injury,2016,6
Pahang,Bera,assault,causing_injury,2017,11
Pahang,Bera,assault,causing_injury,2018,12
Pahang,Bera,assault,causing_injury,2019,17
Pahang,Bera,assault,causing_injury,2020,14
Pahang,Bera,assault,causing_injury,2021,15
Pahang,Bera,assault,causing_injury,2022,18
Pahang,Bera,assault,murder,2016,0
Pahang,Bera,assault,murder,2017,2
Pahang,Bera,assault,murder,2018,1
Pahang,Bera,assault,murder,2019,2
Pahang,Bera,assault,murder,2020,0
Pahang,Bera,assault,murder,2021,0
Pahang,Bera,assault,murder,2022,1
Pahang,Bera,assault,rape,2016,9
Pahang,Bera,assault,rape,2017,11
Pahang,Bera,assault,rape,2018,2
Pahang,Bera,assault,rape,2019,6
Pahang,Bera,assault,rape,2020,7
Pahang,Bera,assault,rape,2021,6
Pahang,Bera,assault,rape,2022,12
Pahang,Bera,assault,robbery_gang_armed,2016,0
Pahang,Bera,assault,robbery_gang_armed,2017,0
Pahang,Bera,assault,robbery_gang_armed,2018,0
Pahang,Bera,assault,robbery_gang_armed,2019,1
Pahang,Bera,assault,robbery_gang_armed,2020,0
Pahang,Bera,assault,robbery_gang_armed,2021,0
Pahang,Bera,assault,robbery_gang_armed,2022,0
Pahang,Bera,assault,robbery_gang_unarmed,2016,8
Pahang,Bera,assault,robbery_gang_unarmed,2017,14
Pahang,Bera,assault,robbery_gang_unarmed,2018,6
Pahang,Bera,assault,robbery_gang_unarmed,2019,2
Pahang,Bera,assault,robbery_gang_unarmed,2020,2
Pahang,Bera,assault,robbery_gang_unarmed,2021,1
Pahang,Bera,assault,robbery_gang_unarmed,2022,1
Pahang,Bera,assault,robbery_solo_armed,2016,0
Pahang,Bera,assault,robbery_solo_armed,2017,0
Pahang,Bera,assault,robbery_solo_armed,2018,0
Pahang,Bera,assault,robbery_solo_armed,2019,0
Pahang,Bera,assault,robbery_solo_armed,2020,0
Pahang,Bera,assault,robbery_solo_armed,2021,0
Pahang,Bera,assault,robbery_solo_armed,2022,0
Pahang,Bera,assault,robbery_solo_unarmed,2016,8
Pahang,Bera,assault,robbery_solo_unarmed,2017,2
Pahang,Bera,assault,robbery_solo_unarmed,2018,0
Pahang,Bera,assault,robbery_solo_unarmed,2019,4
Pahang,Bera,assault,robbery_solo_unarmed,2020,1
Pahang,Bera,assault,robbery_solo_unarmed,2021,3
Pahang,Bera,assault,robbery_solo_unarmed,2022,2
Pahang,Bera,property,all,2016,153
Pahang,Bera,property,all,2017,100
Pahang,Bera,property,all,2018,109
Pahang,Bera,property,all,2019,93
Pahang,Bera,property,all,2020,89
Pahang,Bera,property,all,2021,91
Pahang,Bera,property,all,2022,93
Pahang,Bera,property,break_in,2016,49
Pahang,Bera,property,break_in,2017,32
Pahang,Bera,property,break_in,2018,38
Pahang,Bera,property,break_in,2019,32
Pahang,Bera,property,break_in,2020,20
Pahang,Bera,property,break_in,2021,18
Pahang,Bera,property,break_in,2022,32
Pahang,Bera,property,theft_other,2016,40
Pahang,Bera,property,theft_other,2017,27
Pahang,Bera,property,theft_other,2018,40
Pahang,Bera,property,theft_other,2019,29
Pahang,Bera,property,theft_other,2020,39
Pahang,Bera,property,theft_other,2021,48
Pahang,Bera,property,theft_other,2022,45
Pahang,Bera,property,theft_vehicle_lorry,2016,11
Pahang,Bera,property,theft_vehicle_lorry,2017,2
Pahang,Bera,property,theft_vehicle_lorry,2018,2
Pahang,Bera,property,theft_vehicle_lorry,2019,0
Pahang,Bera,property,theft_vehicle_lorry,2020,2
Pahang,Bera,property,theft_vehicle_lorry,2021,0
Pahang,Bera,property,theft_vehicle_lorry,2022,0
Pahang,Bera,property,theft_vehicle_motorcar,2016,5
Pahang,Bera,property,theft_vehicle_motorcar,2017,3
Pahang,Bera,property,theft_vehicle_motorcar,2018,1
Pahang,Bera,property,theft_vehicle_motorcar,2019,3
Pahang,Bera,property,theft_vehicle_motorcar,2020,1
Pahang,Bera,property,theft_vehicle_motorcar,2021,1
Pahang,Bera,property,theft_vehicle_motorcar,2022,4
Pahang,Bera,property,theft_vehicle_motorcycle,2016,48
Pahang,Bera,property,theft_vehicle_motorcycle,2017,36
Pahang,Bera,property,theft_vehicle_motorcycle,2018,28
Pahang,Bera,property,theft_vehicle_motorcycle,2019,29
Pahang,Bera,property,theft_vehicle_motorcycle,2020,27
Pahang,Bera,property,theft_vehicle_motorcycle,2021,24
Pahang,Bera,property,theft_vehicle_motorcycle,2022,12
Pahang,Cameron Highland,assault,all,2016,19
Pahang,Cameron Highland,assault,all,2017,13
Pahang,Cameron Highland,assault,all,2018,23
Pahang,Cameron Highland,assault,all,2019,6
Pahang,Cameron Highland,assault,causing_injury,2016,10
Pahang,Cameron Highland,assault,causing_injury,2017,10
Pahang,Cameron Highland,assault,causing_injury,2018,10
Pahang,Cameron Highland,assault,causing_injury,2019,4
Pahang,Cameron Highland,assault,murder,2016,1
Pahang,Cameron Highland,assault,murder,2017,0
Pahang,Cameron Highland,assault,murder,2018,0
Pahang,Cameron Highland,assault,murder,2019,0
Pahang,Cameron Highland,assault,rape,2016,2
Pahang,Cameron Highland,assault,rape,2017,1
Pahang,Cameron Highland,assault,rape,2018,2
Pahang,Cameron Highland,assault,rape,2019,1
Pahang,Cameron Highland,assault,robbery_gang_armed,2016,0
Pahang,Cameron Highland,assault,robbery_gang_armed,2017,0
Pahang,Cameron Highland,assault,robbery_gang_armed,2018,0
Pahang,Cameron Highland,assault,robbery_gang_armed,2019,0
Pahang,Cameron Highland,assault,robbery_gang_unarmed,2016,6
Pahang,Cameron Highland,assault,robbery_gang_unarmed,2017,2
Pahang,Cameron Highland,assault,robbery_gang_unarmed,2018,10
Pahang,Cameron Highland,assault,robbery_gang_unarmed,2019,0
Pahang,Cameron Highland,assault,robbery_solo_armed,2016,0
Pahang,Cameron Highland,assault,robbery_solo_armed,2017,0
Pahang,Cameron Highland,assault,robbery_solo_armed,2018,0
Pahang,Cameron Highland,assault,robbery_solo_armed,2019,0
Pahang,Cameron Highland,assault,robbery_solo_unarmed,2016,0
Pahang,Cameron Highland,assault,robbery_solo_unarmed,2017,0
Pahang,Cameron Highland,assault,robbery_solo_unarmed,2018,1
Pahang,Cameron Highland,assault,robbery_solo_unarmed,2019,1
Pahang,Cameron Highland,property,all,2016,59
Pahang,Cameron Highland,property,all,2017,63
Pahang,Cameron Highland,property,all,2018,43
Pahang,Cameron Highland,property,all,2019,39
Pahang,Cameron Highland,property,break_in,2016,14
Pahang,Cameron Highland,property,break_in,2017,12
Pahang,Cameron Highland,property,break_in,2018,12
Pahang,Cameron Highland,property,break_in,2019,10
Pahang,Cameron Highland,property,theft_other,2016,3
Pahang,Cameron Highland,property,theft_other,2017,17
Pahang,Cameron Highland,property,theft_other,2018,8
Pahang,Cameron Highland,property,theft_other,2019,11
Pahang,Cameron Highland,property,theft_vehicle_lorry,2016,3
Pahang,Cameron Highland,property,theft_vehicle_lorry,2017,1
Pahang,Cameron Highland,property,theft_vehicle_lorry,2018,1
Pahang,Cameron Highland,property,theft_vehicle_lorry,2019,1
Pahang,Cameron Highland,property,theft_vehicle_motorcar,2016,16
Pahang,Cameron Highland,property,theft_vehicle_motorcar,2017,10
Pahang,Cameron Highland,property,theft_vehicle_motorcar,2018,6
Pahang,Cameron Highland,property,theft_vehicle_motorcar,2019,4
Pahang,Cameron Highland,property,theft_vehicle_motorcycle,2016,23
Pahang,Cameron Highland,property,theft_vehicle_motorcycle,2017,23
Pahang,Cameron Highland,property,theft_vehicle_motorcycle,2018,16
Pahang,Cameron Highland,property,theft_vehicle_motorcycle,2019,13
Pahang,Cameron Highlands,assault,all,2020,7
Pahang,Cameron Highlands,assault,all,2021,21
Pahang,Cameron Highlands,assault,all,2022,15
Pahang,Cameron Highlands,assault,causing_injury,2020,4
Pahang,Cameron Highlands,assault,causing_injury,2021,15
Pahang,Cameron Highlands,assault,causing_injury,2022,7
Pahang,Cameron Highlands,assault,murder,2020,1
Pahang,Cameron Highlands,assault,murder,2021,1
Pahang,Cameron Highlands,assault,murder,2022,3
Pahang,Cameron Highlands,assault,rape,2020,0
Pahang,Cameron Highlands,assault,rape,2021,3
Pahang,Cameron Highlands,assault,rape,2022,4
Pahang,Cameron Highlands,assault,robbery_gang_armed,2020,0
Pahang,Cameron Highlands,assault,robbery_gang_armed,2021,0
Pahang,Cameron Highlands,assault,robbery_gang_armed,2022,0
Pahang,Cameron Highlands,assault,robbery_gang_unarmed,2020,1
Pahang,Cameron Highlands,assault,robbery_gang_unarmed,2021,2
Pahang,Cameron Highlands,assault,robbery_gang_unarmed,2022,1
Pahang,Cameron Highlands,assault,robbery_solo_armed,2020,0
Pahang,Cameron Highlands,assault,robbery_solo_armed,2021,0
Pahang,Cameron Highlands,assault,robbery_solo_armed,2022,0
Pahang,Cameron Highlands,assault,robbery_solo_unarmed,2020,1
Pahang,Cameron Highlands,assault,robbery_solo_unarmed,2021,0
Pahang,Cameron Highlands,assault,robbery_solo_unarmed,2022,0
Pahang,Cameron Highlands,property,all,2020,29
Pahang,Cameron Highlands,property,all,2021,17
Pahang,Cameron Highlands,property,all,2022,30
Pahang,Cameron Highlands,property,break_in,2020,7
Pahang,Cameron Highlands,property,break_in,2021,2
Pahang,Cameron Highlands,property,break_in,2022,4
Pahang,Cameron Highlands,property,theft_other,2020,9
Pahang,Cameron Highlands,property,theft_other,2021,6
Pahang,Cameron Highlands,property,theft_other,2022,10
Pahang,Cameron Highlands,property,theft_vehicle_lorry,2020,1
Pahang,Cameron Highlands,property,theft_vehicle_lorry,2021,0
Pahang,Cameron Highlands,property,theft_vehicle_lorry,2022,0
Pahang,Cameron Highlands,property,theft_vehicle_motorcar,2020,4
Pahang,Cameron Highlands,property,theft_vehicle_motorcar,2021,1
Pahang,Cameron Highlands,property,theft_vehicle_motorcar,2022,3
Pahang,Cameron Highlands,property,theft_vehicle_motorcycle,2020,8
Pahang,Cameron Highlands,property,theft_vehicle_motorcycle,2021,8
Pahang,Cameron Highlands,property,theft_vehicle_motorcycle,2022,13
Pahang,Jerantut,assault,all,2016,47
Pahang,Jerantut,assault,all,2017,31
Pahang,Jerantut,assault,all,2018,35
Pahang,Jerantut,assault,all,2019,36
Pahang,Jerantut,assault,all,2020,17
Pahang,Jerantut,assault,all,2021,18
Pahang,Jerantut,assault,all,2022,29
Pahang,Jerantut,assault,causing_injury,2016,21
Pahang,Jerantut,assault,causing_injury,2017,14
Pahang,Jerantut,assault,causing_injury,2018,17
Pahang,Jerantut,assault,causing_injury,2019,10
Pahang,Jerantut,assault,causing_injury,2020,4
Pahang,Jerantut,assault,causing_injury,2021,9
Pahang,Jerantut,assault,causing_injury,2022,10
Pahang,Jerantut,assault,murder,2016,2
Pahang,Jerantut,assault,murder,2017,1
Pahang,Jerantut,assault,murder,2018,1
Pahang,Jerantut,assault,murder,2019,2
Pahang,Jerantut,assault,murder,2020,0
Pahang,Jerantut,assault,murder,2021,1
Pahang,Jerantut,assault,murder,2022,1
Pahang,Jerantut,assault,rape,2016,9
Pahang,Jerantut,assault,rape,2017,6
Pahang,Jerantut,assault,rape,2018,10
Pahang,Jerantut,assault,rape,2019,13
Pahang,Jerantut,assault,rape,2020,9
Pahang,Jerantut,assault,rape,2021,7
Pahang,Jerantut,assault,rape,2022,12
Pahang,Jerantut,assault,robbery_gang_armed,2016,0
Pahang,Jerantut,assault,robbery_gang_armed,2017,0
Pahang,Jerantut,assault,robbery_gang_armed,2018,0
Pahang,Jerantut,assault,robbery_gang_armed,2019,0
Pahang,Jerantut,assault,robbery_gang_armed,2020,0
Pahang,Jerantut,assault,robbery_gang_armed,2021,0
Pahang,Jerantut,assault,robbery_gang_armed,2022,1
Pahang,Jerantut,assault,robbery_gang_unarmed,2016,12
Pahang,Jerantut,assault,robbery_gang_unarmed,2017,10
Pahang,Jerantut,assault,robbery_gang_unarmed,2018,3
Pahang,Jerantut,assault,robbery_gang_unarmed,2019,7
Pahang,Jerantut,assault,robbery_gang_unarmed,2020,0
Pahang,Jerantut,assault,robbery_gang_unarmed,2021,1
Pahang,Jerantut,assault,robbery_gang_unarmed,2022,2
Pahang,Jerantut,assault,robbery_solo_armed,2016,0
Pahang,Jerantut,assault,robbery_solo_armed,2017,0
Pahang,Jerantut,assault,robbery_solo_armed,2018,0
Pahang,Jerantut,assault,robbery_solo_armed,2019,0
Pahang,Jerantut,assault,robbery_solo_armed,2020,0
Pahang,Jerantut,assault,robbery_solo_armed,2021,0
Pahang,Jerantut,assault,robbery_solo_armed,2022,0
Pahang,Jerantut,assault,robbery_solo_unarmed,2016,3
Pahang,Jerantut,assault,robbery_solo_unarmed,2017,0
Pahang,Jerantut,assault,robbery_solo_unarmed,2018,4
Pahang,Jerantut,assault,robbery_solo_unarmed,2019,4
Pahang,Jerantut,assault,robbery_solo_unarmed,2020,4
Pahang,Jerantut,assault,robbery_solo_unarmed,2021,0
Pahang,Jerantut,assault,robbery_solo_unarmed,2022,3
Pahang,Jerantut,property,all,2016,176
Pahang,Jerantut,property,all,2017,162
Pahang,Jerantut,property,all,2018,156
Pahang,Jerantut,property,all,2019,150
Pahang,Jerantut,property,all,2020,108
Pahang,Jerantut,property,all,2021,98
Pahang,Jerantut,property,all,2022,83
Pahang,Jerantut,property,break_in,2016,49
Pahang,Jerantut,property,break_in,2017,61
Pahang,Jerantut,property,break_in,2018,46
Pahang,Jerantut,property,break_in,2019,49
Pahang,Jerantut,property,break_in,2020,37
Pahang,Jerantut,property,break_in,2021,28
Pahang,Jerantut,property,break_in,2022,17
Pahang,Jerantut,property,theft_other,2016,53
Pahang,Jerantut,property,theft_other,2017,54
Pahang,Jerantut,property,theft_other,2018,46
Pahang,Jerantut,property,theft_other,2019,61
Pahang,Jerantut,property,theft_other,2020,47
Pahang,Jerantut,property,theft_other,2021,57
Pahang,Jerantut,property,theft_other,2022,48
Pahang,Jerantut,property,theft_vehicle_lorry,2016,0
Pahang,Jerantut,property,theft_vehicle_lorry,2017,4
Pahang,Jerantut,property,theft_vehicle_lorry,2018,6
Pahang,Jerantut,property,theft_vehicle_lorry,2019,3
Pahang,Jerantut,property,theft_vehicle_lorry,2020,0
Pahang,Jerantut,property,theft_vehicle_lorry,2021,0
Pahang,Jerantut,property,theft_vehicle_lorry,2022,1
Pahang,Jerantut,property,theft_vehicle_motorcar,2016,14
Pahang,Jerantut,property,theft_vehicle_motorcar,2017,11
Pahang,Jerantut,property,theft_vehicle_motorcar,2018,4
Pahang,Jerantut,property,theft_vehicle_motorcar,2019,3
Pahang,Jerantut,property,theft_vehicle_motorcar,2020,1
Pahang,Jerantut,property,theft_vehicle_motorcar,2021,1
